node_id,round,packet_rate,energy_remaining,energy_consumed_uJ,dist_to_ch_bs,is_cluster_head,x_pos,y_pos,label
1,1,28.4213904600561,0.958650417865736,150.29374010307,47.5533227095522,1,36.3256733782612,60.6850853189153,0
2,1,38.2611504639627,0.960355588456038,383.15929696153,40.3870070947279,0,50.9373618407544,12.2173984055354,0
3,1,31.4093636114492,0.98654819181524,245.799901664864,55.7145089422799,0,35.6966626566439,34.6206740887088,0
4,1,27.5600091767021,0.975850325389322,151.259474352156,46.8271323329026,0,27.0973576915591,49.8568552555619,0
5,1,29.9653836882613,0.999478317229005,224.377404824642,34.1380308633531,0,10.3774147172651,80.3183508346441,0
6,1,29.8667347510089,0.994732457446151,433.549969210833,43.5232577082448,0,46.4947414848091,5.21866298723825,0
7,1,21.1453513125479,0.968784791360448,398.844142684045,37.2632020365361,0,57.6713305010869,10.9153743272372,0
8,1,32.4556397921139,0.956251871290402,410.009428492919,11.1352501141759,0,5.08847340093711,15.4121984212643,0
9,1,31.1155323951441,1.0034602539698,426.638285603691,40.1872648637936,0,39.1851032439969,0.328744311221352,0
10,1,25.910287136535,1.02688033524799,404.768314301598,14.5227054527478,0,14.4437841087243,63.1498555255665,0
11,1,30.3866917318696,0.988348309028055,392.61274930294,16.4875635356316,0,15.2827508844016,19.4919367586629,0
12,1,28.5829392097919,1.06452551831011,368.409075361638,51.724378428553,1,56.3683833840229,61.1590526852729,0
13,1,47.8222371682655,1.0197713469887,433.483491336197,35.0766290531932,0,35.6170548468662,92.3857226011243,2
14,1,28.4586025980203,0.980467145112643,154.7890512811,9.03793119658039,0,1.28976624039082,62.7591400124461,0
15,1,26.8963558562557,1.00007008378133,447.921403340835,51.3570748413954,1,24.635677363252,55.7055700147261,0
16,1,28.2152835239965,0.99146941867525,175.899979215707,28.263663434569,0,40.7429525666413,51.9784757986181,0
17,1,27.1164395456021,0.977565242560332,361.609101235837,31.463038327807,0,55.5302358887123,87.0439446613969,0
18,1,62.4962874978518,0.978093041399636,365.718987836796,27.0225637646521,0,42.9482749081131,0.101222973692561,2
19,1,25.0473974912984,0.928819124225723,187.131629149882,19.5748627869437,0,72.8561222249406,75.4860302299669,0
20,1,24.5748143826312,0.95797339220847,205.809522804508,27.9448675630194,0,87.2892620068643,83.3312487657344,0
21,1,18.0035141322271,1.01724221602648,215.78146320423,42.9796983397975,0,70.6817510728143,52.7397964915166,0
22,1,22.3742837090054,0.933924121039858,418.901989564653,30.1121962806723,0,74.9694015971557,82.8467519882902,0
23,1,24.8774977161484,1.0164860606176,398.836321020168,27.8017078150038,0,90.7224092655396,51.7033848375499,0
24,1,30.8340800540867,1.0030946847931,414.99399104186,9.8837298667972,0,8.90416660453213,67.9561577685496,0
25,1,17.5130224714738,0.987903050152072,193.883942567602,31.6102981235763,0,14.241141977907,15.0463011656618,0
26,1,52.2175362689006,0.915390445706868,335.52233004061,11.5796543438878,0,60.1570560595366,96.9533648164646,2
27,1,26.8132081268073,0.974140166814816,187.420959432888,53.1487823931234,0,47.8505037098947,78.7377969347014,0
28,1,28.8134177939194,0.984768783618536,412.469175480419,42.5402771037914,0,73.951360685816,16.1258175971514,0
29,1,37.2589526119591,0.997703546995991,431.617285552884,5.64085525784247,0,86.6369675264076,12.8901251163448,0
30,1,21.270467410715,1.00601904055308,292.798610766903,18.1500071440864,0,74.6077760429067,16.4976878977957,0
31,1,23.9617207508383,1.01894101428453,254.038265731251,38.3808044724451,0,66.0851148790387,94.8501886096805,0
32,1,19.3404909524829,0.943263573542638,266.247146564335,35.6900339317138,0,19.597886136787,60.4018092539011,0
33,1,27.136082477548,0.970445817922835,216.377552483506,40.6614971195485,0,35.1270132309346,60.233558195079,0
34,1,23.5866929791377,1.01511729126348,174.4440170694,36.3009314553867,0,66.484454609838,45.9948748658885,0
35,1,35.0114058347814,1.00809536300042,221.266788369479,9.94791958859968,0,35.2599275113029,0.381355539210149,0
